"Town Name, State",Town Name,State,Longitude,Latitude,Coastal,Inland,Urban,Remote,Year Settled,Year Settled,Year Abandoned,Duration (years),Commodities,Mine Size,Mine Type,Mineral Distribution,Town Area (acres),Peak Population
"Blue Ball, Ohio",Blue Ball,Ohio,-84.336548,39.4949,,,,,,,,0,,,,,,
"Boston, Ohio",Boston,Ohio,-81.559593,41.263821,,,,,,,,0,,,,,,
"Claylick, Ohio",Claylick,Ohio,-82.289452,40.062592,,,,,,,,0,,,,,,
"Elk Lick, Ohio",Elk Lick,Ohio,-84.127403,39.037258,,,,,,,,0,,,,,,
"Ingham, Ohio",Ingham,Ohio,-82.296700,39.3139,,,,,,,,0,,,,,,
"Knockemstiff, Ohio",Knockemstiff,Ohio,-83.113548,39.24971,,,,,,,,0,,,,,,
"New Burlington, Ohio",New Burlington,Ohio,-83.967018,39.568298,,,,,,,,0,,,,,,
"Newville, Ohio",Newville,Ohio,-82.386169,40.629539,,,,,,,,0,,,,,,
"Oreton, Ohio",Oreton,Ohio,-82.414192,39.16431,,,,,,,,0,,,,,,
"Providence, Ohio",Providence,Ohio,-83.873100,41.418301,,,,,,,,0,,,,,,
"Revenge, Ohio",Revenge,Ohio,-82.657722,39.613022,,,,,,,,0,,,,,,
"Rumley, Ohio",Rumley,Ohio,-84.259590,40.427818,,,,,,,,0,,,,,,
"San Toy, Ohio",San Toy,Ohio,-82.030777,39.65929,,,,,,,,0,,,,,,
"Sprucevale, Ohio",Sprucevale,Ohio,-80.581200,40.70705,,,,,,,,0,,,,,,
"Tadmor, Ohio",Tadmor,Ohio,-84.165298,39.895802,,,,,,,,0,,,,,,
"Utopia, Ohio",Utopia,Ohio,-84.056602,38.776089,,,,,,,,0,,,,,,
"Winchester, Ohio",Winchester,Ohio,-83.651854,38.940825,,,,,,,,0,,,,,,
"Wonderland, Ohio",Wonderland,Ohio,-82.869885,40.002892,,,,,,,,0,,,,,,
"Acme, Oklahoma",Acme,Oklahoma,-98.028061,34.783112,,,,,,,,0,,,,,,
"Alsuma, Oklahoma",Alsuma,Oklahoma,-95.863190,36.094769,,,,,,,,0,,,,,,
"Avery, Oklahoma",Avery,Oklahoma,-96.751358,35.884022,,,,,,,,0,,,,,,
"Avoca, Oklahoma",Avoca,Oklahoma,-96.931427,35.015331,,,,,,,,0,,,,,,
"Beck, Oklahoma",Beck,Oklahoma,-97.964979,34.41358,,,,,,,,0,,,,,,
"Boggy Depot, Oklahoma",Boggy Depot,Oklahoma,-96.255318,34.316978,,,,,,,,0,,,,,,
"Braithwaite, Oklahoma",Braithwaite,Oklahoma,-99.060257,35.37579,,,,,,,,0,,,,,,
"Brinkman, Oklahoma",Brinkman,Oklahoma,-99.516197,35.010529,,,,,,,,0,,,,,,
"Carpenter, Oklahoma",Carpenter,Oklahoma,-99.373093,35.516079,,,,,,,,0,,,,,,
"Centralia, Oklahoma",Centralia,Oklahoma,-95.349548,36.79678,,,,,,,,0,,,,,,
"Cheek, Oklahoma",Cheek,Oklahoma,-97.282387,34.172668,,,,,,,,0,,,,,,
"Cherokee Town, Oklahoma",Cherokee Town,Oklahoma,-98.357109,36.757278,,,,,,,,0,,,,,,
"Chisholm Spring, Oklahoma",Chisholm Spring,Oklahoma,-97.142944,34.31505,,,,,,,,0,,,,,,
"Chism, Oklahoma",Chism,Oklahoma,-96.939529,34.919472,,,,,,,,0,,,,,,
"Citra, Oklahoma",Citra,Oklahoma,-96.335678,34.89085,,,,,,,,0,,,,,,
"Cold Springs, Oklahoma",Cold Springs,Oklahoma,-98.997307,34.797649,,,,,,,,0,,,,,,
"Dale, Oklahoma",Dale,Oklahoma,-97.044121,35.391289,,,,,,,,0,,,,,,
"Dawson, Oklahoma",Dawson,Oklahoma,-95.908463,36.179379,,,,,,,,0,,,,,,
"Dillard, Oklahoma",Dillard,Oklahoma,-97.404694,34.177349,,,,,,,,0,,,,,,
"Douthat, Oklahoma",Douthat,Oklahoma,-94.836502,36.958118,,,,,,,,0,,,,,,
"Eagle City, Oklahoma",Eagle City,Oklahoma,-98.591560,35.933079,,,,,,,,0,,,,,,
"Eddy, Oklahoma",Eddy,Oklahoma,-97.453346,36.695019,,,,,,,,0,,,,,,
"Empire, Oklahoma",Empire,Oklahoma,-98.031524,34.42039,,,,,,,,0,,,,,,
"Fame, Oklahoma",Fame,Oklahoma,-95.698570,35.355011,,,,,,,,0,,,,,,
"Fisher, Oklahoma",Fisher,Oklahoma,-96.141029,36.1269,,,,,,,,0,,,,,,
"Fleetwood, Oklahoma",Fleetwood,Oklahoma,-97.839882,33.940289,,,,,,,,0,,,,,,
"Hext, Oklahoma",Hext,Oklahoma,-99.752953,35.246971,,,,,,,,0,,,,,,
"Hockerville, Oklahoma",Hockerville,Oklahoma,-94.781639,36.987122,,,,,,,,0,,,,,,
"Hope, Oklahoma",Hope,Oklahoma,-97.852890,34.637959,,,,,,,,0,,,,,,
"Independence, Oklahoma",Independence,Oklahoma,-98.969032,35.73262,,,,,,,,0,,,,,,
"Indianapolis, Oklahoma",Indianapolis,Oklahoma,-98.861908,35.551571,,,,,,,,0,,,,,,
"Ingalls, Oklahoma",Ingalls,Oklahoma,-96.876930,36.116299,,,,,,,,0,,,,,,
"Ingersoll, Oklahoma",Ingersoll,Oklahoma,-98.392372,36.79734,,,,,,,,0,,,,,,
"Jester, Oklahoma",Jester,Oklahoma,-99.695419,35.009232,,,,,,,,0,,,,,,
"Keokuk Falls, Oklahoma",Keokuk Falls,Oklahoma,-96.670090,35.402401,,,,,,,,0,,,,,,
"Kusa, Oklahoma",Kusa,Oklahoma,-95.929207,35.45908,,,,,,,,0,,,,,,
"La Kemp, Oklahoma",La Kemp,Oklahoma,-96.354229,33.768075,,,,,,,,0,,,,,,
"Lacey, Oklahoma",Lacey,Oklahoma,-98.163460,36.12307,,,,,,,,0,,,,,,
"Lake Creek, Oklahoma",Lake Creek,Oklahoma,-99.377838,35.022839,,,,,,,,0,,,,,,
"Lenna, Oklahoma",Lenna,Oklahoma,-95.698509,35.373192,,,,,,,,0,,,,,,
"Lone Pine, Oklahoma",Lone Pine,Oklahoma,-95.857803,34.261509,,,,,,,,0,,,,,,
"Lone Star, Oklahoma",Lone Star,Oklahoma,-94.858504,35.26048,,,,,,,,0,,,,,,
"Lyman, Oklahoma",Lyman,Oklahoma,-96.721321,36.81102,,,,,,,,0,,,,,,
"Maxwell, Oklahoma",Maxwell,Oklahoma,-96.840897,34.869919,,,,,,,,0,,,,,,
"Meers, Oklahoma",Meers,Oklahoma,-98.579811,34.781818,,,,,,,,0,,,,,,
"Newby, Oklahoma",Newby,Oklahoma,-96.387192,35.70459,,,,,,,,0,,,,,,
"Oak Wall, Oklahoma",Oak Wall,Oklahoma,-94.746409,35.10184,,,,,,,,0,,,,,,
"Oakdale, Oklahoma",Oakdale,Oklahoma,-120.848221,37.768398,,,,,,,,0,,,,,,
"Orr, Oklahoma",Orr,Oklahoma,-97.535561,34.031818,,,,,,,,0,,,,,,
"Parkland, Oklahoma",Parkland,Oklahoma,-96.844368,35.840401,,,,,,,,0,,,,,,
"Paw Paw, Oklahoma",Paw Paw,Oklahoma,-94.513298,35.39933,,,,,,,,0,,,,,,
"Picher, Oklahoma",Picher,Oklahoma,-94.830859,36.982165,,,,,,,,0,,,,,,
"Pleasant Valley, Oklahoma",Pleasant Valley,Oklahoma,-97.290222,35.942169,,,,,,,,0,,,,,,
"Pyramid Corners, Oklahoma",Pyramid Corners,Oklahoma,-95.139038,36.801048,,,,,,,,0,,,,,,
"Redden, Oklahoma",Redden,Oklahoma,-95.845818,34.506531,,,,,,,,0,,,,,,
"Redland, Oklahoma",Redland,Oklahoma,-94.619797,35.31023,,,,,,,,0,,,,,,
"Reeding, Oklahoma",Reeding,Oklahoma,-97.763428,35.789021,,,,,,,,0,,,,,,
"Roxana, Oklahoma",Roxana,Oklahoma,-97.658340,36.116161,,,,,,,,0,,,,,,
"Roy Rogers, Oklahoma",Roy Rogers,Oklahoma,-95.195674,36.916975,,,,,,,,0,,,,,,
"Sacred Heart, Oklahoma",Sacred Heart,Oklahoma,-96.809341,35.000759,,,,,,,,0,,,,,,
"Scipio, Oklahoma",Scipio,Oklahoma,-95.892433,35.116169,,,,,,,,0,,,,,,
"Silver City, Oklahoma",Silver City,Oklahoma,-96.494476,36.097469,,,,,,,,0,,,,,,
"Stecker, Oklahoma",Stecker,Oklahoma,-98.316948,34.956669,,,,,,,,0,,,,,,
"Sumpter, Oklahoma",Sumpter,Oklahoma,-97.297943,36.886452,,,,,,,,0,,,,,,
"Three Sands, Oklahoma",Three Sands,Oklahoma,-99.956179,34.812284,,,,,,,,0,,,,,,
"Trousdale, Oklahoma",Trousdale,Oklahoma,-97.036339,35.041981,,,,,,,,0,,,,,,
"Tuskegee, Oklahoma",Tuskegee,Oklahoma,-96.387238,35.690109,,,,,,,,0,,,,,,
"Uncas, Oklahoma",Uncas,Oklahoma,-96.929489,36.795502,,,,,,,,0,,,,,,
"Washunga, Oklahoma",Washunga,Oklahoma,-96.837479,36.78389,,,,,,,,0,,,,,,
"Wirt, Oklahoma",Wirt,Oklahoma,-97.529488,34.23103,,,,,,,,0,,,,,,
"Wolf, Oklahoma",Wolf,Oklahoma,-96.678726,35.079632,,,,,,,,0,,,,,,
"Woodford, Oklahoma",Woodford,Oklahoma,-97.282417,34.325401,,,,,,,,0,,,,,,
"Yewed, Oklahoma",Yewed,Oklahoma,-98.409531,36.681099,,,,,,,,0,,,,,,
"Yonkers, Oklahoma",Yonkers,Oklahoma,-95.365379,36.057171,,,,,,,,0,,,,,,
"Zincville, Oklahoma",Zincville,Oklahoma,-94.808907,36.99181,,,,,,,,0,,,,,,
"Andrews, Oregon",Andrews,Oregon,-118.583542,42.479038,,,,,,,,0,,,,,,
"Antelope, Oregon",Antelope,Oregon,-120.722778,44.910833,,,,,1871,,,0,Gold,0,,,,
"Antelope, Oregon",Antelope,Oregon,-120.722107,44.909761,,,,,,,,0,,,,,,
"Ashwood, Oregon",Ashwood,Oregon,-120.754484,44.734045,,,,,,,,0,,,,,,
"Auburn, Oregon",Auburn,Oregon,-117.940308,44.69632,,,,,,,,0,,,,,,
"Austin, Oregon",Austin,Oregon,-118.501320,44.592751,,,,,,,,0,,,,,,
"Bourne, Oregon",Bourne,Oregon,-118.197441,44.824313,,,,,1895,1895,1927,32,Gold,32,,,,
"Boyd, Oregon",Boyd,Oregon,-121.083366,45.488441,,,,,,,,0,,,,,,
"Bridal Veil, Oregon",Bridal Veil,Oregon,-122.129007,45.575387,,,,,,,,0,,,,,,
"Buffalo, Oregon",Buffalo,Oregon,-120.334702,43.238098,,,,,,,,0,,,,,,
"Buncom, Oregon",Buncom,Oregon,-122.996269,42.174709,,,,,,,,0,,,,,,
"Butteville, Oregon",Butteville,Oregon,-122.841370,45.261951,,,,,,,,0,,,,,,
"Cascadia, Oregon",Cascadia,Oregon,-122.472984,44.39634,,,,,,,,0,,,,,,
"Champoeg, Oregon",Champoeg,Oregon,-122.897011,45.248508,,,,,,,,0,,,,,,
"Clarno, Oregon",Clarno,Oregon,-120.473333,44.913333,,,,,1894,1894,1949,55,,55,,,,
"Connley, Oregon",Connley,Oregon,-117.997452,45.365391,,,,,,,,0,,,,,,
"Cornucopia, Oregon",Cornucopia,Oregon,-117.192772,45.009892,,,,,,,,0,,,,,,
"Danner, Oregon",Danner,Oregon,-117.339539,42.94952,,,,,,,,0,,,,,,
"Ellendale, Oregon",Ellendale,Oregon,-123.313454,44.92799,,,,,,,,0,,,,,,
"Flora, Oregon",Flora,Oregon,-117.310608,45.89925,,,,,,,,0,,,,,,
"Friend, Oregon",Friend,Oregon,-121.265381,45.34544,,,,,,,,0,,,,,,
"Galena, Oregon",Galena,Oregon,-118.814629,44.708382,,,,,,,,0,,,,,,
"Golden, Oregon",Golden,Oregon,-123.338669,42.684841,,,,,,,,0,,,,,,
"Granite, Oregon",Granite,Oregon,-118.422857,44.808188,,,,,,,,0,,,,,,
"Greenback, Oregon",Greenback,Oregon,-123.310799,42.652802,,,,,,,,0,,,,,,
"Greenhorn, Oregon",Greenhorn,Oregon,-118.482201,44.70676,,,,,,,,0,,,,,,
"Hardman, Oregon",Hardman,Oregon,-119.682533,45.16954,,,,,,,,0,,,,,,
"Idiotville, Oregon",Idiotville,Oregon,-123.418098,45.6194,,,,,,,,0,,,,,,
"Jimtown, Oregon",Jimtown,Oregon,-117.142952,44.905891,,,,,,,,0,,,,,,
"Kernville, Oregon",Kernville,Oregon,-124.006927,44.90366,,,,,,,,0,,,,,,
"Kinzua, Oregon",Kinzua,Oregon,-120.068420,44.99168,,,,,,,,0,,,,,,
"Latourell, Oregon",Latourell,Oregon,-122.220688,45.540798,,,,,,,,0,,,,,,
"Lonerock, Oregon",Lonerock,Oregon,-119.883944,45.09022,,,,,,,,0,,,,,,
"Ordnance, Oregon",Ordnance,Oregon,-119.415604,45.804199,,,,,,,,0,,,,,,
"Ortley, Oregon",Ortley,Oregon,-121.283218,45.654331,,,,,,,,0,,,,,,
"Placer, Oregon",Placer,Oregon,-123.317261,42.631882,,,,,,,,0,,,,,,
"Richmond, Oregon",Richmond,Oregon,-119.995163,44.732979,,,,,,,,0,,,,,,
"Shaniko, Oregon",Shaniko,Oregon,-120.752267,45.0037364,,,,,,,,0,,,,,,
"Shaniko, Oregon",Shaniko,Oregon,-120.754344,45.00364,,,,,,,,0,,,,,,
"Sparta, Oregon",Sparta,Oregon,-117.330070,44.87043,,,,,,,,0,,,,,,
"Sumpter, Oregon",Sumpter,Oregon,-118.201274,44.747255,,,,,,,,0,,,,,,
"Susanville, Oregon",Susanville,Oregon,-118.808243,44.703758,,,,,,,,0,,,,,,
"Valsetz, Oregon",Valsetz,Oregon,-123.433479,44.86607,,,,,,,,0,,,,,,
"Whitney, Oregon",Whitney,Oregon,-118.291000,44.659698,,,,,,,,0,,,,,,
"Zena, Oregon",Zena,Oregon,-123.126198,45.015411,,,,,,,,0,,,,,,
"Azilum, Pennsylvania",Azilum,Pennsylvania,-75.163177,39.953461,,,,,,,,0,,,,,,
"Barclay, Pennsylvania",Barclay,Pennsylvania,-76.626701,41.6558,,,,,,,,0,,,,,,
"Blackwood, Pennsylvania",Blackwood,Pennsylvania,-76.327682,40.638599,,,,,,,,0,,,,,,
"Bushkill, Pennsylvania",Bushkill,Pennsylvania,-75.003593,41.100861,,,,,,,,0,,,,,,
"Byrnesville, Pennsylvania",Byrnesville,Pennsylvania,-76.339668,40.799728,,,,,,,,0,,,,,,
"Celestia or Frick's Lock, Pennsylvania",Celestia or Frick's Lock,Pennsylvania,-77.604507,40.99464,,,,,,,,0,,,,,,
"Centralia, Pennsylvania",Centralia,Pennsylvania,-76.341198,40.804215,,,,,,,,0,,,,,,
"Conashaugh, Pennsylvania",Conashaugh,Pennsylvania,-74.853889,41.255741,,,,,,,,0,,,,,,
"Dingmans Ferry, Pennsylvania",Dingmans Ferry,Pennsylvania,-74.871272,41.220025,,,,,,,,0,,,,,,
"Eshback, Pennsylvania",Eshback,Pennsylvania,-75.622169,40.382519,,,,,,,,0,,,,,,
"Fall Brook, Pennsylvania",Fall Brook,Pennsylvania,-76.950920,41.675209,,,,,,,,0,,,,,,
"Gideon, Pennsylvania",Gideon,Pennsylvania,-79.037064,40.087669,,,,,,,,0,,,,,,
"Ingleby, Pennsylvania",Ingleby,Pennsylvania,-77.428322,40.847069,,,,,,,,0,,,,,,
"Kelly Station, Pennsylvania",Kelly Station,Pennsylvania,-75.865925,40.303615,,,,,,,,0,,,,,,
"Laquin, Pennsylvania",Laquin,Pennsylvania,-76.651711,41.631672,,,,,,,,0,,,,,,
"Livermore, Pennsylvania",Livermore,Pennsylvania,-79.335342,40.46064,,,,,,,,0,,,,,,
"Logansport, Pennsylvania",Logansport,Pennsylvania,-79.557182,40.699718,,,,,,,,0,,,,,,
"Masten, Pennsylvania",Masten,Pennsylvania,-76.826210,41.5033,,,,,,,,0,,,,,,
"Pithole, Pennsylvania",Pithole,Pennsylvania,-79.601279,41.51625,,,,,,,,0,,,,,,
"Rausch Gap, Pennsylvania",Rausch Gap,Pennsylvania,-76.018427,39.985233,,,,,,,,0,,,,,,
"Red Hot, Pennsylvania",Red Hot,Pennsylvania,-79.835930,40.664558,,,,,,,,0,,,,,,
"Scotia, Pennsylvania",Scotia,Pennsylvania,-77.945007,40.801311,,,,,,,,0,,,,,,
"Wehrum, Pennsylvania",Wehrum,Pennsylvania,-78.948441,40.47366,,,,,,,,0,,,,,,
"Winterburn, Pennsylvania",Winterburn,Pennsylvania,-78.613800,41.182579,,,,,,,,0,,,,,,
"Yellow Springs, Pennsylvania",Yellow Springs,Pennsylvania,-78.207564,40.516731,,,,,,,,0,,,,,,
"Hanton City, Rhode Island",Hanton City,Rhode Island,-71.555771,41.661171,,,,,,,,0,,,,,,
"Andersonville, South Carolina",Andersonville,South Carolina,-82.858551,34.481098,,,,,,,,0,,,,,,
"Dorchester, South Carolina",Dorchester,South Carolina,-80.395789,33.13902,,,,,,,,0,,,,,,
"Dunbarton, South Carolina",Dunbarton,South Carolina,-81.530884,33.20063,,,,,,,,0,,,,,,
"Ellenton, South Carolina",Ellenton,South Carolina,-81.756104,33.198601,,,,,,,,0,,,,,,
"Hamburg, South Carolina",Hamburg,South Carolina,-81.958099,33.479698,,,,,,,,0,,,,,,
"Hawthorne, South Carolina",Hawthorne,South Carolina,-81.703033,33.329651,,,,,,,,0,,,,,,
"Leigh, South Carolina",Leigh,South Carolina,-81.715302,33.1964,,,,,,,,0,,,,,,
"Meyers Mill, South Carolina",Meyers Mill,South Carolina,-80.911454,35.054955,,,,,,,,0,,,,,,
"Robbins, South Carolina",Robbins,South Carolina,-81.643997,33.162689,,,,,,,,0,,,,,,
"Ardmore, South Dakota",Ardmore,South Dakota,-103.657707,43.02298,,,,,,,,0,,,,,,
"Emmet, South Dakota",Emmet,South Dakota,-96.746239,42.989639,,,,,,,,0,,,,,,
"LeBeau or Minnesela, South Dakota",LeBeau or Minnesela,South Dakota,-100.247101,44.212391,,,,,,,,0,,,,,,
"Lowry, South Dakota",Lowry,South Dakota,-99.984684,45.315975,,,,,,,,0,,,,,,
"Manchester, South Dakota",Manchester,South Dakota,-97.836166,44.368561,,,,,,,,0,,,,,,
"Devonia, Tennessee",Devonia,Tennessee,-84.268478,36.173538,,,,,,,,0,,,,,,
"Elkmont, Tennessee",Elkmont,Tennessee,-83.580254,35.653889,,,,,,,,0,,,,,,
"Fork Mountain, Tennessee",Fork Mountain,Tennessee,-84.403130,36.128139,,,,,,,,0,,,,,,
"Acala, Texas",Acala,Texas,-105.920067,31.340269,,,,,,,,0,,,,,,
"Acme, Texas",Acme,Texas,-99.820152,34.316811,,,,,,,,0,,,,,,
"Adobe Walls, Texas",Adobe Walls,Texas,-100.305154,31.374132,,,,,,,,0,,,,,,
"Allamore, Texas",Allamore,Texas,-96.684143,32.5896,,,,,,,,0,,,,,,
"Anarene, Texas",Anarene,Texas,-98.665802,33.485001,,,,,,,,0,,,,,,
"Aransas City, Texas",Aransas City,Texas,-97.023354,28.109989,,,,,,,,0,,,,,,
"Arden, Texas",Arden,Texas,-100.766708,31.443741,,,,,,,,0,,,,,,
"Arispe, Texas",Arispe,Texas,-105.237152,31.140079,,,,,,,,0,,,,,,
"Bankersmith, Texas",Bankersmith,Texas,-98.907578,30.132139,,,,,,,,0,,,,,,
"Belcherville, Texas",Belcherville,Texas,-97.832405,33.797417,,,,,,,,0,,,,,,
"Belle Plain, Texas",Belle Plain,Texas,-102.818631,33.18664,,,,,,,,0,,,,,,
"Belzora, Texas",Belzora,Texas,-97.851799,33.115269,,,,,,,,0,,,,,,
"Ben Ficklin, Texas",Ben Ficklin,Texas,-95.541100,32.68,,,,,,,,0,,,,,,
"Ben Wheeler, Texas",Ben Wheeler,Texas,-95.705818,32.447,,,,,,,,0,,,,,,
"Best, Texas",Best,Texas,-101.618136,31.224251,,,,,,,,0,,,,,,
"Bexar, Texas",Bexar,Texas,-98.461800,29.4375,,,,,,,,0,,,,,,
"Bomarton, Texas",Bomarton,Texas,-99.424332,33.50877,,,,,,,,0,,,,,,
"Boracho, Texas",Boracho,Texas,-104.386810,31.076191,,,,,,,,0,,,,,,
"Bragg, Texas",Bragg,Texas,-94.564933,30.416188,,,,,,,,0,,,,,,
"Britton, Texas",Britton,Texas,-97.074600,32.54884,,,,,,,,0,,,,,,
"Bronco, Texas",Bronco,Texas,-103.059189,33.25699,,,,,,,,0,,,,,,
"Browning, Texas",Browning,Texas,-94.992271,32.3885,,,,,,,,0,,,,,,
"Cain City, Texas",Cain City,Texas,-98.792519,30.201191,,,,,,,,0,,,,,,
"Calf Creek, Texas",Calf Creek,Texas,-99.464844,30.987909,,,,,,,,0,,,,,,
"Callahan City, Texas",Callahan City,Texas,-99.372833,32.297192,,,,,,,,0,,,,,,
"Calliham, Texas",Calliham,Texas,-98.349129,28.448488,,,,,,,,0,,,,,,
"Camp Verde, Texas",Camp Verde,Texas,-99.105583,29.892509,,,,,,,,0,,,,,,
"Canyon City, Texas",Canyon City,Texas,-97.684983,30.672195,,,,,,,,0,,,,,,
"Carlton, Texas",Carlton,Texas,-98.172653,31.917222,,,,,,,,0,,,,,,
"Carta Valley, Texas",Carta Valley,Texas,-100.621708,29.794418,,,,,,,,0,,,,,,
"Carter, Texas",Carter,Texas,-97.096771,33.192612,,,,,,,,0,,,,,,
"Castolon, Texas",Castolon,Texas,-103.514229,29.13422,,,,,,,,0,,,,,,
"Chalk Mountain, Texas",Chalk Mountain,Texas,-97.908234,32.156145,,,,,,,,0,,,,,,
"Cheapside, Texas",Cheapside,Texas,-97.403587,29.27783,,,,,,,,0,,,,,,
"Chinese Coal Mine, Texas",Chinese Coal Mine,Texas,-98.811839,29.22572,,,,,,,,0,,,,,,
"Cibolo or Coles Settlement, Texas",Cibolo or Coles Settlement,Texas,-97.459039,32.758265,,,,,,,,0,,,,,,
"Cincinnati, Texas",Cincinnati,Texas,-84.585617,39.114624,,,,,,,,0,,,,,,
"Clairemont, Texas",Clairemont,Texas,-100.753019,33.16631,,,,,,,,0,,,,,,
"Clara, Texas",Clara,Texas,-92.013367,37.305069,,,,,,,,0,,,,,,
"Clareville, Texas",Clareville,Texas,-97.855667,28.31362,,,,,,,,0,,,,,,
"Clinton, Texas",Clinton,Texas,-96.236748,33.104149,,,,,,,,0,,,,,,
"Cold Springs, Texas",Cold Springs,Texas,-97.616402,31.241699,,,,,,,,0,,,,,,
"College Mound, Texas",College Mound,Texas,-97.637517,31.351679,,,,,,,,0,,,,,,
"Comyn, Texas",Comyn,Texas,-98.470954,32.072776,,,,,,,,0,,,,,,
"Cora, Texas",Cora,Texas,-91.137711,30.17338,,,,,,,,0,,,,,,
"County Line, Texas",County Line,Texas,-94.780678,32.909809,,,,,,,,0,,,,,,
"Crisp, Texas",Crisp,Texas,-96.569674,32.46222,,,,,,,,0,,,,,,
"Cryer Creek, Texas",Cryer Creek,Texas,-96.656067,32.130051,,,,,,,,0,,,,,,
"Cuthbert, Texas",Cuthbert,Texas,-101.029530,32.480665,,,,,,,,0,,,,,,
"Dalby Springs, Texas",Dalby Springs,Texas,-94.686189,33.367834,,,,,,,,0,,,,,,
"Decker, Texas",Decker,Texas,-100.323589,32.199365,,,,,,,,0,,,,,,
"Deland, Texas",Deland,Texas,-81.305443,29.02762,,,,,,,,0,,,,,,
"Desdemona, Texas",Desdemona,Texas,-98.550989,32.269825,,,,,,,,0,,,,,,
"Dias E Ocho Creek Camp, Texas",Dias E Ocho Creek Camp,Texas,-94.937187,32.989819,,,,,,,,0,,,,,,
"Dixie, Texas",Dixie,Texas,-96.905159,33.713619,,,,,,,,0,,,,,,
"Doan s Crossing, Texas",Doan s Crossing,Texas,-99.893342,29.118692,,,,,,,,0,,,,,,
"Dodge City, Texas",Dodge City,Texas,-100.018692,37.752659,,,,,,,,0,,,,,,
"Doole, Texas",Doole,Texas,-99.599204,31.401565,,,,,,,,0,,,,,,
"Duffau, Texas",Duffau,Texas,-98.022057,32.082569,,,,,,,,0,,,,,,
"Dumas, Texas",Dumas,Texas,-101.973418,35.84536,,,,,,,,0,,,,,,
"Dye Mound, Texas",Dye Mound,Texas,-97.612846,33.62307,,,,,,,,0,,,,,,
"Elizabethtown, Texas",Elizabethtown,Texas,-97.276398,33.021702,,,,,,,,0,,,,,,
"Estacado, Texas",Estacado,Texas,-101.572117,33.747357,,,,,,,,0,,,,,,
"Etholen, Texas",Etholen,Texas,-105.423897,31.1922,,,,,,,,0,,,,,,
"Farmer, Texas",Farmer,Texas,-101.392029,33.797039,,,,,,,,0,,,,,,
"Flora, Texas",Flora,Texas,-95.437477,33.254459,,,,,,,,0,,,,,,
"Fort Griffin, Texas",Fort Griffin,Texas,-99.227893,32.929989,,,,,,,,0,,,,,,
"Fort Holland, Texas",Fort Holland,Texas,-97.401399,30.879145,,,,,,,,0,,,,,,
"Fort Martin Scott, Texas",Fort Martin Scott,Texas,-96.022444,32.602053,,,,,,,,0,,,,,,
"Fort McKavett, Texas",Fort McKavett,Texas,-100.107074,30.82688,,,,,,,,0,,,,,,
"Fort Oldham, Texas",Fort Oldham,Texas,-96.879840,32.873852,,,,,,,,0,,,,,,
"Fort Quitman, Texas",Fort Quitman,Texas,-105.583298,31.0625,,,,,,,,0,,,,,,
"Frio Town, Texas",Frio Town,Texas,-99.308022,29.015611,,,,,,,,0,,,,,,
"Frosa, Texas",Frosa,Texas,-96.692841,31.626671,,,,,,,,0,,,,,,
"Fry, Texas",Fry,Texas,-99.183296,31.825001,,,,,,,,0,,,,,,
"Fuqua, Texas",Fuqua,Texas,-94.736549,30.447001,,,,,,,,0,,,,,,
"Gay Hill, Texas",Gay Hill,Texas,-96.492104,30.27202,,,,,,,,0,,,,,,
"Ghent, Texas",Ghent,Texas,-81.115196,37.61832,,,,,,,,0,,,,,,
"Girvin, Texas",Girvin,Texas,-102.406584,31.052812,,,,,,,,0,,,,,,
"Glenrio, Texas",Glenrio,Texas,-103.038474,35.179165,,,,,,,,0,,,,,,
"Goforth, Texas",Goforth,Texas,-97.793098,30.0217,,,,,,,,0,,,,,,
"Goshen, Texas",Goshen,Texas,-97.746399,32.9608,,,,,,,,0,,,,,,
"Grapetown, Texas",Grapetown,Texas,-98.818100,30.1472,,,,,,,,0,,,,,,
"Gruene, Texas",Gruene,Texas,-98.104563,29.759284,,,,,,,,0,,,,,,
"Gulf, Texas",Gulf,Texas,-95.891701,28.7211,,,,,,,,0,,,,,,
"Gunsight, Texas",Gunsight,Texas,-98.885818,32.53949,,,,,,,,0,,,,,,
"Hackberry, Texas",Hackberry,Texas,-96.915239,33.154639,,,,,,,,0,,,,,,
"Hale City, Texas",Hale City,Texas,-101.844339,34.06438,,,,,,,,0,,,,,,
"Haslam, Texas",Haslam,Texas,-94.025032,31.968599,,,,,,,,0,,,,,,
"Helena, Texas",Helena,Texas,-97.830788,28.959551,,,,,,,,0,,,,,,
"Helmic, Texas",Helmic,Texas,-94.972359,31.18445,,,,,,,,0,,,,,,
"Hickory Flats, Texas",Hickory Flats,Texas,-95.886410,32.835651,,,,,,,,0,,,,,,
"Higgins Gap, Texas",Higgins Gap,Texas,-100.025192,36.11964,,,,,,,,0,,,,,,
"Hot Springs, Texas",Hot Springs,Texas,-102.992233,29.18243,,,,,,,,0,,,,,,
"Huff, Texas",Huff,Texas,-95.084364,30.02501,,,,,,,,0,,,,,,
"Hughes, Texas",Hughes,Texas,-96.971100,28.7514,,,,,,,,0,,,,,,
"Huron, Texas",Huron,Texas,-97.363388,32.04533,,,,,,,,0,,,,,,
"Illinois Bend, Texas",Illinois Bend,Texas,-97.487727,33.879683,,,,,,,,0,,,,,,
